72175698,chair1,wood
72175698,chair2,wood
72175698,sofa1,wood
72175798,chair1,wood
72175798,chair2,wood
72175798,chair3,wood
72175798,chair4,wood
72175798,chair5,wood
72175798,chair6,wood
72175798,chair7,wood
72175798,sofa1,wood
72175798,sofa2,wood
72175798,sofa3,wood
72175843,chair2,leather
72175843,sofa1,wood
72175925,chair1,stone
72175925,chair2,stone
72175925,chair3,wood
72175925,chair4,stone
72175925,chair5,leather
72175925,sofa1,leather
72175951,chair1,leather
72175951,chair2,leather
72175951,chair3,leather
72175951,chair4,wood
72175951,chair5,leather
72175951,chair6,wood
72175951,sofa1,wood
72176137,bed1,wood
72176137,chair3,wood
72176137,sofa1,wood
72176137,sofa2,wood
72176281,chair2,wood
72176281,chair4,leather
72176281,sofa1,wood
72176281,sofa3,wood
72176372,bed1,stone
72176372,bed3,leather
72176372,chair1,leather
72176372,chair2,wood
72176372,chair3,wood
72176372,chair4,leather
72176372,chair5,wood
72176372,sofa1,wood
72176372,sofa2,leather
72176514,chair10,wood
72176514,chair12,wood
72176514,chair2,wood
72176514,chair3,leather
72176514,chair4,wood
72176514,chair5,wood
72176514,chair6,wood
72176514,chair7,leather
72176514,chair8,leather
72176514,chair9,leather
72176514,sofa1,wood
72176514,sofa11,wood
72176514,sofa2,leather
72176663,sofa1,wood
72176663,sofa2,wood
72176710,chair1,wood
72176710,chair2,wood
72176743,chair1,wood
72176743,chair2,wood
72176743,chair3,wood
72176743,chair4,wood
72176821,bed1,leather
72176821,chair1,leather
72176821,chair2,leather
72176821,chair3,wood
72176821,sofa1,wood
72176821,sofa2,wood
72176913,chair1,leather
72176913,chair2,wood
72176913,chair3,wood
72176913,chair4,leather
72176913,chair5,wood
72176913,sofa1,wood
72176913,sofa4,wood
72176913,sofa5,wood
72176984,chair1,leather
72176984,chair2,wood
72176984,chair3,wood
72176984,chair4,wood
72176984,chair5,wood
72176984,chair6,wood
72177122,bed1,wood
72177122,bed2,wood
72177173,bed2,wood
72177173,chair2,wood
72177173,chair3,leather
72177173,chair4,wood
72177173,chair5,wood
72177173,chair6,wood
72177173,chair7,wood
72177173,chair8,wood
72177173,sofa1,wood
72177173,sofa2,wood
72177173,sofa3,wood
72177173,sofa6,wood
72177211,chair1,stone
72177211,chair2,wood
72177211,chair3,wood
72177358,bed1,wood
72177387,chair1,wood
72177387,chair2,wood
72177387,chair3,leather
72177387,chair4,stone
72177448,chair1,leather
72177448,chair2,leather
72177448,chair3,wood
72177448,chair4,wood
72177448,chair5,wood
72177448,chair6,leather
72177448,chair8,leather
72177448,sofa1,stone
72177448,sofa4,stone
72177448,sofa7,leather
72177460,chair2,leather
72177460,sofa1,wood
72177463,sofa1,leather
72177526,chair2,wood
72177526,chair3,leather
72177526,chair4,leather
72177526,chair5,leather
72177526,sofa1,wood
72177526,sofa2,stone
72177540,chair1,leather
72177540,chair2,leather
72177540,chair3,wood
72177540,chair4,leather
72177540,chair5,wood
72177540,chair6,wood
72177541,chair1,leather
72177541,chair2,wood
72177541,chair3,leather
72177541,chair4,leather
72177541,chair5,wood
72177541,chair6,leather
72177541,sofa1,leather
72177801,chair1,leather
72177801,chair10,leather
72177801,chair12,leather
72177801,chair2,leather
72177801,chair3,leather
72177801,chair4,wood
72177801,chair5,leather
72177801,chair6,wood
72177801,chair7,leather
72177801,chair8,leather
72177801,chair9,leather
72177801,sofa1,wood
72177801,sofa11,wood
72177860,chair1,wood
72177860,chair2,wood
72177860,chair3,wood
72177860,chair4,leather
72177860,chair5,wood
72177860,chair6,leather
72177860,chair7,wood
72177899,bed9,wood
72177899,chair1,wood
72177899,chair10,leather
72177899,chair2,wood
72177899,chair3,wood
72177899,chair4,leather
72177899,chair5,wood
72177899,chair6,wood
72177899,chair7,wood
72177899,chair8,wood
72177899,sofa1,wood
72177899,sofa2,wood
72177899,sofa5,leather
72177899,sofa9,leather
72177940,chair1,leather
72177940,chair10,leather
72177940,chair11,wood
72177940,chair12,wood
72177940,chair2,leather
72177940,chair3,leather
72177940,chair4,leather
72177940,chair5,leather
72177940,chair6,leather
72177940,chair7,leather
72177940,chair8,wood
72177940,chair9,leather
72177965,chair1,wood
72177965,chair2,leather
72177965,sofa1,leather
72177965,sofa3,leather
72178069,chair1,wood
72178069,chair2,wood
72178069,chair3,leather
72178117,bed1,stone
72178117,chair1,wood
72178117,sofa2,wood
72178117,sofa3,wood
72178157,chair1,leather
72178157,chair2,wood
72178157,chair3,wood
72178157,chair4,wood
72178157,chair5,wood
72178157,sofa1,leather
72178157,sofa2,wood
72178243,chair1,wood
72178249,chair1,leather
72178249,chair10,leather
72178249,chair2,wood
72178249,chair3,leather
72178249,chair4,leather
72178249,chair5,leather
72178249,chair6,leather
72178249,chair7,leather
72178249,chair8,leather
72178249,chair9,leather
72178266,chair1,wood
72178266,chair2,wood
72178266,chair3,wood
72178266,chair5,wood
72178266,chair6,wood
72178266,chair7,leather
72178266,sofa1,wood
72178266,sofa2,wood
72178266,sofa4,wood
72178287,chair1,wood
72178287,chair10,wood
72178287,chair2,leather
72178287,chair3,wood
72178287,chair4,leather
72178287,chair5,leather
72178287,chair6,leather
72178287,chair7,wood
72178287,chair8,leather
72178287,chair9,leather
72178328,chair1,wood
72178328,chair2,wood
72178328,chair3,wood
72178328,chair4,wood
72178328,chair5,leather
72178328,chair6,wood
72178332,chair1,leather
72178332,chair2,leather
72178332,chair3,leather
72178332,chair4,wood
72178332,sofa1,leather
72178367,bed1,leather
72178367,sofa1,leather
72178367,sofa2,wood
72178367,sofa3,wood
72178367,sofa4,wood
72178404,chair1,leather
72178404,chair2,leather
72178404,chair3,leather
72178404,chair4,wood
72178404,chair5,leather
72178404,chair6,wood
72178404,chair7,wood
72178422,chair1,wood
72178422,chair2,wood
72178422,chair3,wood
72178520,chair2,wood
72178520,chair3,wood
72178520,chair4,wood
72178520,chair5,wood
72178520,chair6,wood
72178520,chair7,wood
72178520,chair8,wood
72178520,sofa1,wood
72178520,sofa2,wood
72178520,sofa4,wood
72178522,chair3,leather
72178522,chair4,stone
72178522,sofa1,wood
72178522,sofa2,stone
72178627,chair1,leather
72178627,chair2,leather
72178627,chair3,wood
72178627,chair4,wood
72178627,chair5,wood
72178627,sofa1,wood
72178636,chair1,wood
72178636,chair2,wood
72178636,chair3,wood
72178709,chair1,leather
72178709,chair2,wood
72178709,sofa1,leather
72178732,chair1,wood
72178777,chair1,wood
72178777,chair2,wood
72178777,chair3,wood
72178777,chair4,wood
72178818,chair3,wood
72178818,chair4,stone
72178818,chair5,wood
72178818,chair6,leather
72178818,chair8,leather
72178818,chair9,wood
72178818,sofa1,wood
72178818,sofa10,leather
72178818,sofa2,leather
72178818,sofa7,wood
72178862,chair1,wood
72178862,chair10,wood
72178862,chair2,wood
72178862,chair4,wood
72178862,chair5,wood
72178862,chair6,wood
72178862,chair7,wood
72178862,chair8,wood
72178862,chair9,wood
72178862,sofa1,wood
72178862,sofa2,wood
72178862,sofa3,wood
72178895,sofa1,wood
72179064,sofa1,wood
72179165,chair1,leather
72179165,chair2,leather
72179165,chair3,leather
72179165,sofa1,wood
72179174,bed1,leather
72179174,chair1,leather
72179174,chair2,wood
72179174,chair3,wood
72179174,chair4,leather
72179174,chair5,wood
72179174,chair6,wood
72179174,sofa2,wood
72179174,sofa3,wood
72179182,chair1,stone
72179182,chair2,leather
72179218,chair1,wood
72179218,chair10,wood
72179218,chair13,wood
72179218,chair14,wood
72179218,chair2,wood
72179218,chair3,leather
72179218,chair4,wood
72179218,chair5,wood
72179218,chair7,wood
72179218,chair8,leather
72179218,chair9,wood
72179218,sofa11,wood
72179218,sofa12,wood
72179218,sofa2,wood
72179218,sofa3,wood
72179218,sofa6,wood
72179220,chair1,leather
72179220,chair2,leather
72179220,chair3,wood
72179220,chair4,leather
72179220,chair5,wood
72179220,chair6,wood
72179238,chair1,wood
72179372,sofa1,wood
72179372,sofa2,wood
72179412,chair1,leather
72179412,chair2,wood
72179412,chair3,wood
72179412,chair4,wood
72179412,chair5,wood
72179412,chair6,leather
72179412,chair7,wood
72179412,chair8,wood
72179420,chair1,leather
72179420,chair10,leather
72179420,chair2,wood
72179420,chair3,wood
72179420,chair4,wood
72179420,chair5,leather
72179420,chair6,wood
72179420,chair8,wood
72179420,sofa7,wood
72179420,sofa9,wood
72179438,chair1,wood
72179438,chair2,wood
72179438,chair3,wood
72179438,chair4,wood
72179438,chair5,wood
72179438,chair6,leather
72179438,chair7,wood
72179438,chair8,wood
72179442,chair1,stone
72179442,chair2,leather
72179442,chair3,leather
72179442,chair4,wood
72179442,chair5,leather
72179442,chair6,wood
72179442,chair7,wood
72179442,sofa1,leather
72179442,sofa3,wood
72179442,sofa4,leather
72179457,chair5,stone
72179457,chair6,wood
72179457,chair7,leather
72179457,sofa1,leather
72179457,sofa2,leather
72179457,sofa3,stone
72179457,sofa4,leather
72179584,bed8,wood
72179584,chair1,leather
72179584,chair2,wood
72179584,chair3,wood
72179584,chair4,leather
72179584,chair5,wood
72179584,chair6,wood
72179584,chair7,wood
72179584,sofa1,leather
72179584,sofa2,stone
72179584,sofa3,wood
72179584,sofa4,wood
72179601,chair1,leather
72179601,chair2,leather
72179601,chair3,wood
72179601,chair4,leather
72179601,sofa1,wood
72179622,bed10,wood
72179622,bed2,wood
72179622,chair1,wood
72179622,chair10,wood
72179622,chair11,wood
72179622,chair2,leather
72179622,chair3,stone
72179622,chair4,wood
72179622,chair5,wood
72179622,chair6,wood
72179622,chair7,stone
72179622,chair8,wood
72179622,chair9,wood
72179622,sofa2,leather
72179622,sofa4,wood
72179622,sofa7,leather
72179630,bed1,wood
72179637,bed1,leather
72179661,bed1,wood
72179670,bed2,wood
72179670,chair1,wood
72179670,chair3,wood
72179670,sofa1,leather
72179670,sofa2,wood
72179954,bed1,stone
72179954,chair1,wood
72179954,chair2,wood
72179954,chair3,wood
72179954,chair4,wood
72179954,chair5,leather
72179954,sofa1,leather
72179954,sofa3,wood
72179996,bed1,wood
72179996,chair1,leather
72179996,chair2,leather
72179996,chair3,leather
72179996,chair4,wood
72179996,chair5,stone
72179996,sofa1,wood
72179996,sofa3,wood
72180116,bed1,wood
72180116,chair1,leather
72180116,chair2,stone
72180116,chair3,wood
72180116,chair4,wood
72180116,chair5,wood
72180116,chair6,wood
72180319,chair1,leather
72180319,chair2,leather
72180319,chair3,leather
72180319,chair4,leather
72180319,sofa2,leather
72180319,sofa3,leather
72180319,sofa4,leather
72180337,chair10,wood
72180337,chair2,wood
72180337,chair4,wood
72180337,chair5,wood
72180337,chair6,wood
72180337,chair7,wood
72180337,chair8,wood
72180337,chair9,wood
72180337,sofa1,wood
72180337,sofa3,wood
72180375,bed2,wood
72180375,sofa1,wood
72180413,chair1,wood
72180413,chair2,leather
72180413,chair3,leather
72180413,chair4,leather
72180623,chair1,wood
72180623,chair2,wood
72180665,bed1,wood
72180665,chair2,wood
72180665,chair3,wood
72180665,chair4,wood
72180665,chair5,wood
72180665,chair6,wood
72180665,chair7,wood
72180665,sofa1,wood
72181368,chair1,wood
72181441,chair1,wood
72181441,chair2,wood
72181441,chair3,stone
72181454,chair1,stone
72181499,bed1,wood
72181499,bed2,leather
72181499,chair1,wood
72181499,chair2,wood
72181499,chair3,wood
72181499,chair4,wood
72181499,chair5,leather
72181499,chair6,wood
72181523,sofa1,wood
72181523,sofa2,wood
72181544,chair1,leather
72181544,chair2,leather
72181544,chair3,leather
72181563,bed3,leather
72181563,chair1,wood
72181563,chair2,wood
72181563,chair3,leather
72181563,chair4,wood
72181563,sofa1,leather
72181563,sofa2,leather
72181578,bed1,stone
72181578,chair1,wood
72181578,chair2,leather
72181578,chair3,wood
72181578,chair4,leather
72181578,chair5,leather
72181578,chair6,wood
72181578,chair7,wood
72181578,chair8,leather
72181578,sofa2,wood
72181578,sofa3,wood
72181585,chair2,wood
72181585,sofa1,stone
72181585,sofa2,leather
72181585,sofa3,leather
72181585,sofa4,leather
72181609,bed1,wood
72181609,chair1,leather
72181609,chair2,wood
72181623,chair1,leather
72181623,chair10,leather
72181623,chair2,leather
72181623,chair3,leather
72181623,chair4,leather
72181623,chair5,leather
72181623,chair6,stone
72181623,chair7,leather
72181623,chair8,leather
72181623,chair9,wood
72181817,chair1,wood
72181817,chair2,leather
72181817,chair3,wood
72181817,chair4,leather
72181962,chair1,leather
72181962,chair2,wood
72181962,chair3,leather
72181962,chair4,wood
72181962,chair5,wood
72181962,chair6,leather
72181962,chair7,leather
72181962,chair8,leather
72181981,bed1,wood
72181981,bed2,wood
72181981,bed3,leather
72181981,chair1,leather
72181981,chair2,leather
72181981,chair3,leather
72181981,chair5,leather
72181981,chair6,wood
72181981,chair7,wood
72181981,chair8,wood
72181981,sofa4,wood
72182020,chair1,leather
72182020,chair2,leather
72182020,chair3,leather
72182020,sofa1,leather
72182020,sofa2,wood
72182020,sofa3,leather
72182144,chair1,wood
72182144,chair2,leather
72182219,chair1,wood
72182219,chair2,wood
72182219,chair3,wood
72182219,chair4,wood
72182219,chair5,wood
72182219,chair6,wood
72182219,sofa3,wood
72182219,sofa4,leather
72182219,sofa5,leather
72182221,chair1,wood
72182284,chair1,wood
72182284,chair2,wood
72182297,chair2,wood
72182297,sofa1,leather
72182297,sofa3,wood
72182306,chair1,wood
72182306,chair2,wood
72182306,chair3,wood
72182306,chair4,wood
72182306,chair5,wood
72182306,sofa1,leather
72182306,sofa2,leather
72182306,sofa3,wood
72182371,chair3,wood
72182371,sofa1,wood
72182371,sofa2,wood
72182371,sofa4,wood
72182423,chair1,wood
72182423,chair10,wood
72182423,chair2,leather
72182423,chair4,wood
72182423,chair5,leather
72182423,chair6,leather
72182423,chair7,leather
72182423,chair8,wood
72182423,chair9,wood
72182423,sofa3,leather
72182549,chair1,leather
72182549,chair10,leather
72182549,chair11,wood
72182549,chair2,wood
72182549,chair3,wood
72182549,chair4,wood
72182549,chair5,wood
72182549,chair6,leather
72182549,chair7,wood
72182549,chair8,leather
72182549,chair9,wood
72182549,sofa1,wood
72182549,sofa2,wood
72182549,sofa6,wood
72182671,bed1,wood
72182671,chair1,wood
72182671,chair2,wood
72182671,chair3,leather
72182671,sofa1,wood
72182671,sofa2,wood
72182674,chair1,wood
72182723,chair1,leather
72182723,chair2,leather
72182723,chair3,leather
72182723,chair4,wood
72182723,chair5,leather
72182723,chair6,leather
72182723,chair7,wood
72182723,chair8,wood
72182723,sofa3,leather
72182723,sofa4,leather
72182743,chair2,wood
72182743,sofa1,wood
72182743,sofa3,wood
72182815,chair1,leather
72182815,chair2,wood
72182815,chair3,wood
72182815,chair4,wood
72182815,chair5,leather
72182815,chair6,wood
72182815,chair7,wood
72182815,chair8,wood
72182815,sofa1,wood
72182815,sofa5,wood
72182846,bed1,leather
72182846,chair1,leather
72182846,chair2,leather
72182846,chair3,leather
72182846,sofa1,leather
72182846,sofa2,wood
72182914,chair1,leather
72182914,chair2,leather
72182914,chair3,wood
72182914,chair4,leather
72182914,chair5,leather
72182914,chair6,leather
72182914,sofa1,wood
72182942,chair2,wood
72182942,chair3,leather
72182942,sofa1,wood
72182942,sofa4,leather
72182942,sofa5,wood
72182943,bed1,wood
72182943,bed2,wood
72182943,bed3,leather
72182943,bed6,leather
72182943,chair1,leather
72182943,chair10,leather
72182943,chair11,leather
72182943,chair2,leather
72182943,chair4,wood
72182943,chair5,wood
72182943,chair6,wood
72182943,chair7,leather
72182943,chair8,wood
72182943,sofa2,wood
72182943,sofa3,wood
72182943,sofa9,leather
72183118,bed1,leather
72183118,chair1,wood
72183118,chair2,wood
72183210,chair1,stone
72183210,chair2,stone
72183210,chair3,stone
72183210,chair4,leather
72183210,chair5,wood
72183210,chair6,wood
72183210,chair7,wood
72183253,chair2,leather
72183253,chair3,wood
72183253,chair4,leather
72183253,chair5,leather
72183253,chair6,leather
72183253,chair7,leather
72183253,chair8,leather
72183253,sofa1,leather
72183253,sofa2,leather
72183253,sofa3,leather
72183253,sofa4,leather
72183285,chair2,wood
72183285,chair4,leather
72183285,chair5,wood
72183285,chair6,stone
72183285,chair7,leather
72183285,sofa1,wood
72183285,sofa3,leather
72183329,chair2,stone
72183329,sofa1,wood
72183495,chair1,leather
72183495,sofa1,leather
72183495,sofa2,stone
72183807,chair1,leather
72183807,chair3,wood
72183807,chair4,leather
72183807,chair5,leather
72183807,chair6,leather
72183807,sofa2,leather
72183832,bed1,wood
72183832,chair1,wood
72183832,chair2,leather
72183832,chair3,leather
72183832,chair4,wood
72183832,sofa1,wood
72183832,sofa2,wood
72183832,sofa3,stone
72183832,sofa5,leather
72183917,chair2,wood
72183917,chair3,wood
72183917,chair4,wood
72183917,sofa1,wood
72183960,chair1,leather
72183960,chair2,leather
72183960,chair3,wood
72183960,chair4,leather
72183960,chair5,wood
72183960,chair6,leather
72183960,sofa1,wood
72183960,sofa2,leather
72183960,sofa3,leather
72184016,bed5,wood
72184016,chair1,leather
72184016,chair2,leather
72184016,chair3,wood
72184016,chair4,wood
72184016,chair6,wood
72184016,chair7,leather
72184070,bed1,leather
72184070,chair1,wood
72184070,chair2,wood
72184076,sofa1,wood
72184117,bed1,wood
72184117,chair1,leather
72184117,chair2,wood
72184117,chair3,leather
72184117,chair4,leather
72184117,chair5,wood
72184117,chair6,stone
72184117,chair7,leather
72184117,chair8,leather
72184117,sofa9,wood
72184168,chair1,wood
72184168,chair4,wood
72184168,sofa2,wood
