72202403,0,0,0,0,1
72197334,0,0,1,0,0
72197203,0,0,0,0,1
72196657,1,0,0,1,0
72194817,0,0,0,0,0
72193700,1,1,1,1,1
72192694,0,0,0,0,0
72192407,0,0,0,0,1
72191785,1,0,1,1,0
72191132,1,1,0,1,1
72190787,0,0,0,0,0
72190566,0,0,1,1,0
72190192,0,1,0,0,0
72190077,1,0,0,1,0
72190021,0,1,0,1,1
72189629,1,0,0,1,1
72189136,1,1,0,1,1
72188672,1,1,0,0,0
72188590,0,0,0,1,1
72188570,1,0,1,1,0
72188454,1,1,1,1,1
72188199,1,1,1,1,1
72188134,0,0,0,0,0
72188079,1,0,1,1,1
72187979,1,1,1,1,0
72187927,0,0,1,1,1
72187835,1,1,1,1,0
72187449,1,1,1,1,1
72187435,1,1,1,1,1
72187393,1,0,0,1,0
72187359,1,0,1,1,0
72187335,0,0,0,1,0
72187282,1,0,1,0,0
72187192,1,0,1,0,0
72187112,1,1,0,1,0
72186964,0,0,1,0,0
72186767,1,1,0,0,1
72186483,1,1,1,1,1
72184849,1,1,1,1,1
72184332,1,0,1,0,1
72184200,1,1,0,1,0
72184191,1,1,1,1,0
72184185,1,1,1,1,0
72184168,1,1,1,1,0
72184117,0,1,1,1,0
72184076,0,0,0,0,1
72184070,1,1,1,0,0
72184016,1,1,1,0,0
72183982,1,1,1,1,0
72183960,1,1,1,1,1
72183948,1,1,1,1,0
72183917,1,1,0,1,1
72183832,1,1,1,0,1
72183807,0,0,0,0,0
72183495,1,1,0,1,0
72183329,0,0,0,0,0
72183285,0,0,0,0,1
72183253,1,1,1,1,1
72183210,0,0,1,1,0
72183118,1,1,1,1,0
72182943,0,0,1,0,1
72182942,0,1,1,1,1
72182914,1,1,1,1,1
72182912,1,1,1,1,0
72182846,1,1,1,0,1
72182815,0,0,0,1,1
72182743,1,1,1,0,0
72182723,1,1,1,1,0
72182674,0,1,1,1,1
72182671,1,1,0,0,1
72182600,1,1,1,1,0
72182549,0,0,0,0,1
72182540,1,1,1,0,0
72182423,1,1,1,0,1
72182371,1,1,1,1,1
72182306,0,0,0,0,1
72182297,1,0,1,0,0
72182284,1,1,1,0,0
72182221,1,1,1,0,0
72182220,1,1,0,1,0
72182219,1,1,0,1,0
72182177,0,0,0,1,0
72182144,1,1,1,1,0
72182020,1,1,0,1,0
72182018,1,0,1,0,0
72181981,1,1,0,0,0
72181970,1,1,1,1,0
72181962,1,1,1,1,1
72181908,1,1,1,0,0
72181892,1,1,1,1,1
72181835,0,0,0,0,0
72181817,0,0,0,0,0
72181628,1,1,1,0,0
72181627,0,0,0,0,0
72181623,0,0,1,1,1
72181609,1,1,1,0,0
72181585,0,0,0,0,1
72181578,1,0,1,1,0
72181563,1,0,1,1,1
72181544,1,1,0,1,0
72181523,0,0,0,0,0
72181516,0,0,0,0,0
72181499,0,0,1,1,1
72181454,1,1,1,1,0
72181441,1,1,0,0,0
72181368,1,0,1,1,0
72181228,1,1,0,1,0
72181038,1,1,1,1,0
72180968,0,0,0,0,0
72180958,1,1,1,0,0
72180953,1,1,0,1,0
72180920,0,0,0,0,0
72180879,1,1,0,0,0
72180758,1,1,1,0,0
72180665,0,0,0,0,1
72180623,1,1,1,1,0
72180573,1,0,0,1,0
72180454,1,1,1,1,0
72180414,1,1,1,1,0
72180413,1,0,0,1,1
72180375,0,0,0,1,0
72180368,1,1,1,1,0
72180337,0,0,0,0,0
72180319,0,1,0,1,1
72180194,0,0,0,0,0
72180116,0,0,1,1,0
72179996,1,1,1,1,1
72179954,1,1,1,1,1
72179817,1,1,0,1,0
72179807,1,1,1,1,0
72179748,1,0,0,1,0
72179717,1,1,1,1,1
72179670,0,0,0,0,1
72179661,0,0,1,0,0
72179637,0,0,0,1,0
72179630,1,1,0,1,0
72179622,1,0,0,0,0
72179601,1,1,1,1,1
72179584,1,1,1,1,1
72179559,1,1,1,1,0
72179457,0,1,0,0,0
72179442,0,0,0,0,0
72179438,1,0,1,0,0
72179420,1,1,1,1,1
72179412,1,1,1,1,0
72179403,1,1,1,1,0
72179372,0,0,0,0,1
72179238,1,1,1,1,0
72179223,0,0,0,0,1
72179220,1,1,1,1,0
72179218,0,0,1,1,0
72179182,0,0,0,0,0
72179174,1,1,1,1,1
72179165,1,1,0,1,1
72179116,1,1,1,1,0
72179064,1,1,0,1,0
72178895,0,0,0,0,0
72178887,1,1,0,1,0
72178862,0,0,0,0,1
72178850,1,0,0,1,0
72178818,0,0,0,0,1
72178779,1,1,0,1,0
72178777,1,1,1,1,0
72178732,1,0,0,1,0
72178709,0,0,0,0,1
72178705,1,0,1,1,0
72178636,0,0,0,0,0
72178627,0,0,0,0,1
72178522,0,0,0,0,0
72178520,0,0,1,0,1
72178437,1,0,0,1,0
72178432,1,0,0,0,1
72178422,0,0,0,0,0
72178404,1,1,1,0,0
72178367,0,0,0,0,0
72178332,1,1,1,1,0
72178328,0,0,0,0,0
72178287,1,1,1,1,0
72178266,1,1,1,1,0
72178249,0,0,0,0,0
72178248,1,0,0,1,0
72178243,0,0,0,0,0
72178157,1,0,1,1,1
72178117,1,1,0,1,1
72178069,1,1,1,1,1
72177965,0,0,0,1,0
72177940,0,0,0,0,0
72177914,0,1,1,1,0
72177899,1,1,1,0,1
72177873,1,0,0,1,0
72177860,1,0,0,0,0
72177801,0,0,0,0,1
72177748,1,1,0,0,0
72177747,0,0,0,0,0
72177735,0,0,1,1,0
72177675,1,1,1,1,0
72177652,0,0,0,1,0
72177631,0,0,0,1,0
72177592,1,0,1,1,0
72177541,1,0,0,1,1
72177540,1,1,1,1,0
72177526,0,0,0,0,0
72177463,1,1,0,0,1
72177460,0,0,0,0,1
72177448,0,0,0,1,1
72177431,1,0,0,1,0
72177387,0,0,0,0,0
72177358,0,1,0,0,0
72177231,1,1,0,1,0
72177211,1,0,1,1,0
72177173,0,0,0,0,1
72177155,0,0,0,0,1
72177134,1,1,1,0,0
72177122,0,0,0,1,0
72177077,0,0,0,1,0
72176984,1,1,1,1,0
72176913,1,1,0,1,1
72176826,1,1,0,1,0
72176821,0,0,0,1,1
72176743,1,0,0,0,0
72176714,1,0,0,1,0
72176710,1,1,0,0,0
72176663,0,0,0,0,0
72176514,1,0,1,0,0
72176372,0,0,0,0,1
72176356,1,0,0,0,0
72176291,0,0,0,0,1
72176281,0,0,0,0,1
72176137,0,0,0,0,1
72176022,1,0,0,1,0
72175952,0,0,1,1,1
72175951,1,1,0,1,1
72175933,0,0,0,0,1
72175925,0,0,0,0,0
72175885,0,0,0,0,1
72175843,0,0,0,0,0
72175798,1,0,1,1,0
72175698,0,0,0,0,0
72175680,0,0,1,0,0
72175583,0,0,0,1,1
72175557,0,0,1,0,1
72175539,1,1,1,0,1
72175530,1,1,1,1,0
72175517,1,0,1,1,1
72175463,0,0,0,0,0
72175454,0,0,0,1,0
72175441,1,1,1,1,0
72175440,0,0,0,1,1
72175365,1,1,1,1,0
72175309,1,1,0,1,0
72175239,1,1,0,0,0
72175233,1,0,0,0,0
72175228,1,0,1,1,0
72175206,1,0,0,1,0
72175178,0,0,0,0,0
72175073,1,1,1,1,0
72175003,1,1,1,1,1
72174971,0,0,0,0,1
72174953,1,1,1,0,1
72174932,0,0,0,0,0
72174891,0,0,0,0,0
72174889,0,0,0,0,0
72174841,1,0,1,1,0
72174777,1,1,1,1,1
72174768,0,0,0,0,0
72174756,0,0,0,0,0
72174755,0,0,1,0,0
72174751,0,0,0,0,1
72174741,1,0,1,1,0
72174709,1,1,0,1,0
72174685,0,0,0,0,0
72174656,1,0,1,0,0
72174629,0,0,0,1,0
72174616,1,1,0,1,0
72174539,0,0,0,0,0
72174444,0,0,1,0,1
72174435,0,0,0,0,0
72174409,0,0,0,0,0
72174399,1,1,1,1,0
72174398,0,0,0,0,0
72174371,0,0,1,1,0
72174354,0,0,1,0,1
72174323,1,1,1,1,0
72174233,1,1,0,0,0
72174232,1,0,1,1,0
72174129,0,0,0,0,1
72174110,0,0,1,0,0
72174091,0,0,1,0,1
72174084,0,0,0,0,0
72174056,1,1,1,1,0
72174040,0,0,0,1,1
72174033,1,1,1,0,0
72173953,1,1,1,1,0
72173948,0,0,0,0,0
72173947,0,1,0,0,0
72173894,1,0,0,0,0
72173893,1,1,1,1,1
72173888,0,0,0,1,0
72173801,0,0,0,0,1
72173764,1,1,0,0,0
72173696,1,1,1,1,1
72173694,0,0,0,0,0
72173685,1,1,1,1,0
72173675,0,0,0,1,1
72173653,1,0,1,1,0
72173627,0,0,0,0,0
72173606,0,0,0,0,0
72173578,0,0,0,0,0
72173571,1,1,1,1,0
72173538,1,0,1,1,0
72173499,1,1,1,0,1
72173491,0,0,0,0,0
72173441,0,0,1,0,0
72173395,1,1,0,1,0
72173379,0,0,0,0,1
72173378,0,0,0,0,1
72173347,0,0,0,0,0
72173302,0,0,0,0,1
72173293,1,1,0,1,0
72173279,1,1,0,1,0
72173267,1,1,1,1,0
72173244,0,0,0,0,0
72173232,0,0,0,1,0
72173228,0,0,1,0,1
72173222,1,1,1,1,0
72173180,0,0,0,0,0
72173165,1,1,1,1,0
72173152,1,1,1,0,1
72173138,1,1,1,1,0
72173125,1,1,0,1,0
72173119,0,0,0,0,1
72173078,1,1,1,1,0
72173063,0,0,0,0,0
72173046,0,0,0,0,0
72173031,0,1,0,0,0
72172982,1,0,1,0,0
72172974,0,0,0,0,0
72172970,0,0,1,0,0
72172956,0,0,0,0,0
72172949,0,0,1,1,0
72172942,0,0,0,0,0
72172937,1,0,0,0,1
72172924,0,0,0,0,0
72172906,1,1,1,1,0
72172814,1,1,0,1,0
72172754,1,0,1,1,0
72172713,0,0,1,0,0
72172704,0,0,0,0,0
72172689,0,0,0,0,0
72172683,1,1,1,0,1
72172625,0,0,0,0,0
72172623,1,1,0,1,1
72172552,1,1,0,0,0
72172540,1,1,1,1,1
72172475,1,1,0,1,1
72172470,1,1,1,1,0
72172462,0,0,0,0,0
72172423,1,0,0,1,0
72172412,1,1,1,1,1
