72172400,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72172412,8,2,0,6,2,0,2,0,0,0,0,1,1,1,1,1
72172423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
72172462,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72172470,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72172475,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
72172540,7,1,0,6,1,1,0,0,0,0,0,1,1,1,1,1
72172552,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
72172623,5,1,0,4,3,0,3,0,0,0,1,1,1,0,1,1
72172625,5,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0
72172683,8,0,0,8,2,1,1,0,0,0,0,1,1,1,0,1
72172689,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72172704,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72172713,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72172754,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
72172814,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
72172906,5,2,1,2,2,1,1,0,0,0,0,1,1,1,1,0
72172924,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72172937,5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1
72172942,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72172949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
72172956,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72172970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72172974,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72172982,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
72173031,6,3,0,3,3,1,2,0,0,0,0,0,1,0,0,0
72173046,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72173063,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72173078,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72173119,8,4,0,4,3,1,2,0,0,0,0,0,0,0,0,1
72173125,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
72173138,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72173152,2,0,0,2,2,0,2,0,0,0,0,1,1,1,0,1
72173165,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72173180,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
72173222,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72173228,3,3,0,0,2,2,0,0,0,0,0,0,0,1,0,1
72173232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
72173244,2,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0
72173267,9,7,1,1,1,0,1,0,0,0,0,1,1,1,1,0
72173279,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
72173293,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
72173302,11,8,0,3,2,0,2,0,0,0,1,0,0,0,0,1
72173347,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72173378,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1
72173379,5,3,0,2,5,0,4,0,0,0,0,0,0,0,0,1
72173395,2,0,0,2,2,0,2,0,0,0,0,1,1,0,1,0
72173441,7,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0
72173491,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
72173499,9,8,0,1,2,2,0,0,0,0,0,1,1,1,0,1
72173538,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
72173571,8,7,0,1,1,1,0,0,0,0,1,1,1,1,1,0
72173578,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72173606,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72173627,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72173653,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
72173675,2,2,0,0,2,2,0,0,0,0,0,0,0,0,1,1
72173685,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72173694,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72173696,7,1,0,6,2,1,1,0,0,0,0,1,1,1,1,1
72173764,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
72173801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72173888,7,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0
72173893,5,0,0,5,1,0,1,0,0,0,0,1,1,1,1,1
72173894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72173947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72173948,5,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0
72173953,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72174033,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
72174040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
72174056,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72174084,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
72174091,9,5,0,4,5,1,1,0,0,0,0,0,0,1,0,1
72174110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72174129,3,2,1,0,3,2,1,0,0,0,0,0,0,0,0,1
72174232,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
72174233,10,6,0,4,2,2,0,0,0,0,0,1,1,0,0,0
72174323,6,3,1,2,0,0,0,0,0,0,0,1,1,1,1,0
72174354,5,5,0,0,1,1,0,0,0,0,0,0,0,1,0,1
72174371,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
72174398,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
72174399,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
72174409,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72174435,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
72174444,7,1,0,6,3,0,3,0,0,0,0,0,0,1,0,1
72174539,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72174616,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
72174629,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
72174656,6,3,0,3,3,3,0,0,0,0,0,1,0,1,0,0
72174685,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
