72191814,160000,14,4,Brockton,2301,3,1,1200,92,5576,Colonial,1,1,HotWaterBaseboardOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191785,140000,24,10,Brockton,2302,7,2,2846,92,10149,Colonial,,2,HotWaterBaseboardGas,,,,4,2,0,2,2,0,2,0,0,0,0,1,0,1,1,0
72191763,324900,166,6,Worcester,1604,3,3,2100,0,757452,ContemporarySplitEntry,2,2,CentralHeatForcedAirGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191726,569000,4,4,Westport,2791,2,2,1774,11,21606,Cape,1,0,RadiantPropane,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191725,250000,6,6,Brockton,2302,3,1,1312,57,11848,Ranch,,0,HotWaterBaseboardOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191725,250000,6,6,Brockton,2302,3,1,1312,57,11848,Ranch,,0,HotWaterBaseboardOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191643,390000,14,11,Pepperell,1463,3,25,2276,30,93504,Cape,1,2,HotWaterBaseboardOil,VarnumBrook,Nissitissit,NorthMiddlesex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191633,257000,14,0,Lynn,1905,3,15,1297,107,3543,Colonial,,0,HotWaterBaseboardGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191621,200000,10,10,Wareham,2571,5,2,2238,39,9000,SplitEntry,1,0,HotWaterBaseboardOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191615,218000,17,3,Peabody,1960,3,1,1098,117,1660,Colonial,1,0,ForcedAirGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191564,260000,18,11,Barnstable,2632,4,1,1140,47,16553,Ranch,,1,HotWaterBaseboardGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191441,319000,41,34,Barnstable,2601,3,3,2000,46,10019,RaisedRanch,1,1,HotWaterBaseboardGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191422,249000,16,2,Methuen,1844,2,1,846,67,5400,Cape,1,0,ForcedAirOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191383,255000,3,0,Longmeadow,1106,3,15,1472,55,15321,Ranch,1,2,ForcedAirOil,WolfSwamp,Glenbrook,Longmeadow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191370,306000,62,2,Millbury,1527,2,15,1360,97,5170,GambrelDutch,1,2,ElectricBaseboard,Elmwood,Shaw,MillburyHigh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191327,351000,18,4,NorthAttleboro,2760,2,1,1344,54,72310,Ranch,1,0,ForcedAirGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191287,713477,1,1,Norfolk,2056,4,25,3000,0,26000,Colonial,1,2,ForcedAirPropane,FreemanKennedy,KingPhilipMS,KingPhillipHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191266,328000,17,2,Lowell,1852,3,15,1665,24,7000,Colonial,1,0,ForcedAirGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191250,108000,11,4,Somerset,2726,3,2,1377,112,14810,Colonial,1,0,ForcedAirGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191188,500000,15,2,Weymouth,2188,3,25,2090,71,7710,Cape,1,2,ElectricBaseboardGas,Murphy,AbigailChapman,WeymouthHigh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191188,500000,15,2,Weymouth,2188,3,25,2090,71,7710,Cape,1,2,ElectricBaseboardGas,Murphy,AbigailChapman,WeymouthHigh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191134,498000,23,23,Lakeville,2347,3,3,2462,13,141003,Cape,1,2,CentralHeatOilHydroAir,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191132,150000,8,8,Lawrence,1841,2,1,681,117,2764,Cape,1,0,GasOtherSeeRemarks,,,,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1
72191132,150000,8,8,Lawrence,1841,2,1,681,117,2764,Cape,1,0,GasOtherSeeRemarks,,,,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1
72191097,299900,7,7,Barnstable,2635,3,3,2012,47,37897,Ranch,1,2,Oil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191048,363000,15,1,Franklin,2038,3,1,1222,55,15000,Ranch,,0,HotWaterBaseboardOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72191008,175000,14,9,Brockton,2301,3,1,1458,117,5706,Colonial,1,1,ForcedAirOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190968,185100,8,8,Westfield,1085,3,1,1216,65,34000,Cape,1,3,HotWaterBaseboardGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190938,710000,29,4,Scituate,2047,5,2,2556,77,48438,Colonial,1,0,CentralHeat,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190932,495000,19,3,Norwell,2061,3,15,2067,49,91912,Cape,1,2,ForcedAirOil,Cole,NorwellMS,NorwellHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190931,350000,18,2,Ludlow,1056,3,25,2100,16,181907,Colonial,1,2,ForcedAir,VeteransPark,Baird,LudlowHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190925,3689857,15,1,Foxboro,2035,2,15,1807,44,68314,RanchMultiLevel,1,0,HotWaterBaseboardOil,Burrell,JohnJAhern,FoxboroHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190923,385000,20,6,Newton,2458,3,2,964,137,3522,Colonial,1,0,HotWaterRadiatorsOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190916,124900,14,14,NewBedford,2745,2,15,1381,103,7600,Cottage,,0,ForcedAirGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190794,755000,49,1,Natick,1760,4,2,2675,57,41426,SplitEntry,1,2,ForcedAirGas,Memorial,KennedyMiddle,NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190787,349900,16,1,Chelmsford,1824,3,2,1590,77,9730,Colonial,1,1,SteamOil,Center,McCarthy,CHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190772,5423664,11,6,Everett,2149,4,2,3054,60,8337,Ranch,1,0,CentralHeatForcedAirGasExtraFlue,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190733,175000,8,2,Springfield,1108,3,1,1596,69,7401,CapeRanch,1,1,ForcedAirGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190692,330000,76,21,Weymouth,2190,3,15,1110,65,10280,Ranch,,0,ForcedAir,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190631,190000,17,2,Worcester,1602,3,1,1270,67,9598,Ranch,,0,ForcedAirOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190615,290000,13,4,Attleboro,2703,4,1,1800,41,11055,RaisedRanch,,0,HotWaterBaseboardOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190611,375000,22,5,Hanson,2341,3,2,1196,7,14113,RaisedRanchSplitEntryFronttoBackSplit,1,0,ForcedAirOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190577,402000,25,8,Franklin,2038,3,2,1520,59,15255,Cape,1,1,ForcedAirGas,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190566,248000,33,23,Longmeadow,1106,4,2,1941,60,17000,Cape,1,2,HotWaterBaseboardGas,,,Longmeadow,7,4,0,3,2,1,1,0,0,0,0,0,0,1,1,0
72190533,330000,13,13,Framingham,1701,3,1,1152,61,10450,Cape,,0,HotWaterBaseboardOil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190523,510000,5,5,Danvers,1923,3,25,2048,10,4008,Colonial,1,0,ForcedAirGas,CallSuptOffice,CallSuptOffice,Danvers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190498,345000,14,6,Lowell,1851,4,2,2010,91,7984,ColonialMultiLevel,1,1,CentralHeat,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
